subject,channel_index,source_mean_uV,target_mean_uV,source_std_uV,target_std_uV,target_z_mean,target_z_std,abs_standardized_mean_shift,abs_log_std_ratio
1,1,0.008087351011614823,0.0012445100954297196,7.941772160319212,6.490906678808891,-0.000861626445338626,0.8173121247724129,0.000861626445338626,0.20173421941480973
1,2,0.006097034994687878,0.0002705583695415496,7.4097766918901655,6.148923932502136,-0.0007863228363579805,0.8298393039606706,0.0007863228363579805,0.18652320662220717
1,3,0.008375632913681697,0.0013785978373563198,7.894588818196196,6.6373495427375895,-0.0008863077276675827,0.840746705824526,0.0008863077276675827,0.17346484650856447
1,4,0.009035891391173407,0.0009396055370734589,8.273856793675677,6.888256896840755,-0.0009785383112128,0.8325327678025515,0.0009785383112128,0.18328269717836557
1,5,0.00883560978890106,0.0005320564058494323,8.082172211646084,6.6373834671672975,-0.001027391296004129,0.821237569969506,0.001027391296004129,0.19694284479922217
1,6,0.007225097419196896,-0.0009519726112924573,7.914009620213214,6.334154821758758,-0.0010332398395882984,0.8003723934806269,0.0010332398395882984,0.22267816777114804
1,7,0.002642242742046302,-0.001903454058635731,6.285273380491795,5.066643662115564,-0.0007232297667100604,0.8061134902805328,0.0007232297667100604,0.21553073958818722
1,8,0.0057527305644293055,-0.00024499681507069647,7.580559724478709,5.9014572485097245,-0.0007911984863244972,0.7784988791069183,0.0007911984863244972,0.25038772752040084
1,9,0.00888680048683572,0.0012769511249345997,7.819671303807788,6.302781021078375,-0.0009731674217809519,0.8060161068418868,0.0009731674217809519,0.21565155300038216
1,10,0.010450348665490548,0.0012695531057856308,8.250753347502476,6.677639543914187,-0.0011127220961567063,0.8093369493266364,0.0011127220961567063,0.21153994761431935
1,11,0.00984094872936854,-0.00035964520281117564,8.109259099643301,6.4222634411768755,-0.0012578946864120306,0.7919667336143408,0.0012578946864120306,0.23323589106205841
1,12,0.007531773010259971,-0.0034228661871222193,8.375095664556966,6.264108643224565,-0.0013080016797589237,0.74794472733416,0.0013080016797589237,0.2904261976762402
1,13,0.003973884602199839,-0.003705459341700795,7.61636013018582,5.720062901028178,-0.001008269542489882,0.7510231663492287,0.001008269542489882,0.2863187803579144
1,14,0.006170331817822415,-7.536187989276018e-06,7.925702959549435,6.137475047531166,-0.0007794725638018226,0.7743761126117289,0.0007794725638018226,0.2556975898130261
1,15,0.008882536392220586,0.0006997687437046491,7.998861951175878,6.166126365490817,-0.0010229914828462595,0.7708754574248355,0.0010229914828462595,0.26022845228672814
1,16,0.010336654924296345,-0.00018262649035623074,8.340326459721481,6.338593782699346,-0.0012612553555851889,0.7599934862634883,0.0012612553555851889,0.2744454164444255
1,17,0.00973181575067669,-0.0012972898129278965,8.359842800567138,6.264694576663649,-0.0013192958081527997,0.749379471135348,0.0013192958081527997,0.2885097867322889
1,18,0.007845969368174884,-0.003055583757229979,8.694317089591324,6.4143748428414815,-0.0012538711221443718,0.7377663796643272,0.0012538711221443718,0.3041280632173767
1,19,0.007964712446731938,0.0005652248261421004,8.274665731598905,6.216837198808474,-0.0008942340223283005,0.7513097689333731,0.0008942340223283005,0.28593723698508366
1,20,0.009099811198357018,-0.00019742155196265097,8.668827983241245,6.306329903854681,-0.0010724901645635682,0.727472031518702,0.0010724901645635682,0.3181797253233362
1,21,0.008186506469333088,-0.00037514360603337435,8.681355789795465,6.316583870996577,-0.000986211172848173,0.727603386376749,0.000986211172848173,0.31799917817534873
1,22,0.0062784230455291854,0.00014798030689315865,8.869619592458681,6.391149711644393,-0.0006911731303390265,0.7205663833743685,0.0006911731303390265,0.32771773263841686
2,1,0.008320127681492913,-0.0006177032635949942,7.696221585387586,8.535290678489684,-0.0011613271325318516,1.1090235102761588,0.0011613271325318516,0.10347990767116858
2,2,0.0063805459537911195,-0.0019975293032843838,7.190050537158858,7.966990930380913,-0.0011652317621102693,1.108057709637332,0.0011652317621102693,0.10260867147896857
2,3,0.008765035610695499,-0.0017366237387540912,7.674260741183014,8.455553909589351,-0.001368426185090855,1.1018069615765882,0.001368426185090855,0.09695152440336184
2,4,0.009256521342422564,-0.0008254340729197927,8.04091200690845,8.823353880856633,-0.0012538323273131606,1.0973076030773548,0.0012538323273131606,0.0928595458864057
2,5,0.008975533675714648,-0.0005873346886592622,7.841818402869036,8.641410397136658,-0.0012194707749002712,1.1019651250754647,0.0012194707749002712,0.09709506329298302
2,6,0.007030452067927154,0.0006051901988654815,7.665910282597628,8.428788911115753,-0.0008381603269800391,1.0995157261688717,0.0008381603269800391,0.0948698339289198
2,7,0.0028578191121007876,-0.003628065019071612,6.02896651977816,7.135870818685895,-0.0010757870540324468,1.1835976854866437,0.0010757870540324468,0.1685586860558985
2,8,0.005923291125077213,-0.0016094813002539604,7.381532851118453,7.658331882845946,-0.0010204889116208165,1.037498855225653,0.0010204889116208165,0.0368128697251466
2,9,0.009160518635416955,-0.000912794063715275,7.594092547530031,8.21834237004004,-0.0013264669394118143,1.0822020298808506,0.0013264669394118143,0.07899788192317761
2,10,0.010632317436078557,-0.00018619705891844597,8.015993573630146,8.668394510818807,-0.0013496161636888263,1.0813874077113579,0.0013496161636888263,0.07824485346608395
2,11,0.009731715045404578,0.0005142242689005216,7.869667689912301,8.477782342141825,-0.0011712681068248225,1.077273231372785,0.0011712681068248225,0.0744330627236421
2,12,0.006990469585540373,0.000907561210634583,8.145503381010165,8.341651356742672,-0.0007467811491045527,1.0240805222903462,0.0007467811491045527,0.02379515857490883
2,13,0.003472810936824381,0.00030312998130286646,7.348036587998145,8.052425880068835,-0.0004313643403325845,1.0958608852358191,0.0004313643403325845,0.09154025094022726
2,14,0.0063250404014978615,-0.0012452048573928399,7.764387122421839,7.61032608190374,-0.0009749958547313414,0.9801579908254182,0.0009749958547313414,0.020041505183303915
2,15,0.00905404910858873,-0.0006723329872405109,7.80322638552373,7.921659782136011,-0.0012464564803442435,1.015177490791757,0.0012464564803442435,0.015063464981293502
2,16,0.010307394313106974,5.145839915875243e-05,8.139543409480444,8.1638718954029,-0.0012600136639117536,1.0029889251397222,0.0012600136639117536,0.0029844671837654453
2,17,0.00954590752440783,0.00018997599722298363,8.14940559004538,8.18777808015694,-0.0011480507901844102,1.004708624412857,0.0011480507901844102,0.004697573517027182
2,18,0.007414783086792412,0.0003939064938298021,8.511490837742395,8.143073954890756,-0.0008248703695749783,0.9567153522367701,0.0008248703695749783,0.044249369351645466
2,19,0.0081422276101952,-0.0008548964815639904,8.129195049097866,7.598637250104277,-0.0011067669107973541,0.9347342761750479,0.0011067669107973541,0.06749298668918477
2,20,0.009137610146012477,-0.0004998131332063335,8.507433001042592,7.8706473569175515,-0.0011328238821319823,0.9251494964407004,0.0011328238821319823,0.07779993675472706
2,21,0.008118570403367832,0.00016834492168867301,8.525405602835757,7.83367232034656,-0.0009325334009955751,0.9188621263650951,0.0009325334009955751,0.08461919359950217
2,22,0.006452969004833688,-0.001248387367542867,8.76922739167071,7.41708815285134,-0.0008782251877390643,0.8458086239041224,0.0008782251877390643,0.1674621578451944
3,1,0.0071360449570729255,0.0088549585317649,7.845794319278882,7.365728808225996,0.00021908725933182034,0.938812376221327,0.00021908725933182034,0.06313963206987269
3,2,0.00468159376511451,0.011594088206128495,7.262726329380322,7.420918294643831,0.0009517768021976094,1.0217813474016728,0.0009517768021976094,0.021547523100920344
3,3,0.00681149012786597,0.013891740123882149,7.779360553564304,7.648729554604992,0.0009101326448704307,0.9832080030151757,0.0009101326448704307,0.016934581000242217
3,4,0.007521070710552548,0.013058170982040334,8.171546574503084,7.804381889321749,0.0006776073808065519,0.9550679076679358,0.0006776073808065519,0.0459728335237337
3,5,0.007280179181013011,0.012975501268953828,7.969075070051235,7.653606551054476,0.0007146779316139885,0.9604134085544848,0.0007146779316139885,0.040391453305505004
3,6,0.005640764699161072,0.01172268914899413,7.788115314933675,7.479037955663496,0.0007809237798740595,0.9603142292105608,0.0007809237798740595,0.040494725984110864
3,7,0.001083769223761119,0.010564334087645729,6.120925682790205,6.479371767246446,0.0015488776298232922,1.0585607640138581,0.0015488776298232922,0.056910215721098514
3,8,0.0037959458161812153,0.015409281170914023,7.363030261280553,7.799517844748175,0.0015772494397860938,1.0592809710103934,0.0015772494397860938,0.05759034871912906
3,9,0.006775095594355663,0.018170590264775063,7.643655064348915,7.842152580836786,0.0014908436571882467,1.0259689264908998,0.0014908436571882467,0.025637460218697686
3,10,0.008257081112696577,0.018815693528137376,8.10408686104544,7.986269548588326,0.0013028750303990103,0.9854619879479036,0.0013028750303990103,0.01464472446973055
3,11,0.007610135020605164,0.01748686446729585,7.943859463509652,7.904866427775592,0.00124331623590016,0.9950914242739093,0.00124331623590016,0.00492066235222104
3,12,0.005137091523396501,0.01573458570778556,8.208544832000792,7.83168034257164,0.0012910320161833085,0.954088757856331,0.0012910320161833085,0.04699857427632566
3,13,0.0021914498507885007,0.010554018669589906,7.433070311438325,7.401781466138863,0.001125049066996276,0.9957905893542655,0.001125049066996276,0.004218295155859996
3,14,0.004166051543372658,0.016026706007608783,7.69975381140105,8.118680805063061,0.0015403939859316043,1.0544078426302026,0.0015403939859316043,0.0529793227412916
3,15,0.006667946472964148,0.018416488097756152,7.762275476122642,8.237234169028962,0.0015135435042123182,1.0611880748586326,0.0015135435042123182,0.05938910580654015
3,16,0.007855596033396592,0.019665844636841796,8.094975524169126,8.510997547938489,0.0014589603845228942,1.0513926228099453,0.0014589603845228942,0.050115592838690916
3,17,0.007213800907766992,0.018846828930349696,8.103777078039755,8.542396369312673,0.0014355069136966743,1.054125290842652,0.0014355069136966743,0.052711314821703874
3,18,0.0053074623531785365,0.017252472362740807,8.46097793770894,8.553841205540127,0.0014117765224662359,1.0109754768910713,0.0014117765224662359,0.010915683454404225
3,19,0.005965163713075081,0.01656161469539696,7.9890289530899805,8.707071176217257,0.0013263753385476724,1.0898785355946863,0.0013263753385476724,0.08606625479745254
3,20,0.006775258311011049,0.0183990015468051,8.364898361851198,9.010337706372761,0.001389585710784614,1.0771604527157368,0.001389585710784614,0.07432836824361774
3,21,0.0060022060072310104,0.01709926009078325,8.353658274783855,9.195533791567781,0.0013284065158673693,1.1007792621018735,0.0013284065158673693,0.0960183490858694
3,22,0.004474917266058228,0.014576026542660825,8.56552881461475,9.124783837173455,0.0011792744493915887,1.0652913596653237,0.0011792744493915887,0.06324833889652234
4,1,0.007396380527183425,0.006772273970880913,8.005060093153853,5.835921041263821,-7.796400639593763e-05,0.7290290108196515,7.796400639593763e-05,0.3160417524022597
4,2,0.0052470251371653405,0.007070637229721856,7.4866952710304115,5.351893971928814,0.00024358038180249427,0.7148539880657144,0.00024358038180249427,0.33567696963784455
4,3,0.0075901164890626194,0.007662729234308944,7.979165485283828,5.771833209752967,9.100293179812585e-06,0.7233630158940934,9.100293179812585e-06,0.3238440861594011
4,4,0.008027038041452607,0.009010432334839866,8.348975360305275,6.120349163727357,0.00011778622536877413,0.7330659032515783,0.00011778622536877413,0.31051967219901877
4,5,0.007594551876529783,0.010460519704819645,8.14579979397347,5.982853857377845,0.0003518338162951413,0.7344710168060055,0.0003518338162951413,0.30860474390713566
4,6,0.005875020367272534,0.009848643804102443,7.969272153366633,5.75322167320564,0.0004986181122138293,0.72192561158489,0.0004986181122138293,0.32583317644323234
4,7,0.00171842943335199,0.0054870524109187635,6.34091341822242,4.477802101793831,0.0005943344008982306,0.7061761936262355,0.0005943344008982306,0.34789050658249304
4,8,0.004786090549031352,0.007488123308112925,7.639194569322966,5.261934975777685,0.00035370649805572944,0.6888075605389419,0.00035370649805572944,0.3727933495366641
4,9,0.007918162387928826,0.009026055916189761,7.878356344337035,5.688161730639978,0.0001406249577752712,0.7219985339617991,0.0001406249577752712,0.32573217061519627
4,10,0.009293325491723682,0.010525738495920539,8.304320939357519,6.123432023785361,0.0001484062349223469,0.7373790185256391,0.0001484062349223469,0.30465324690173323
4,11,0.008469833184834817,0.010609279153458613,8.14862675083536,6.010430757919378,0.00026255294714590645,0.737600449953511,0.00026255294714590645,0.3043529967161985
4,12,0.0059124818621719985,0.009531462997581583,8.402086807899583,5.9679535375752355,0.00043072408297508227,0.7102942011934711,0.00043072408297508227,0.34207602689530847
4,13,0.0026933946474788782,0.006538460296066887,7.65755362080049,5.261717617637128,0.0005021271595334988,0.6871277536137043,0.0005021271595334988,0.37523504536716773
4,14,0.004881014096524569,0.0103070055823935,7.988814914507203,5.443660260559433,0.0006791985474611085,0.6814102365388484,0.0006791985474611085,0.3835907510638145
4,15,0.007554857961364037,0.01132119619055703,8.030994827064337,5.822411706249059,0.00046897530259893685,0.7249925858036436,0.00046897530259893685,0.3215938506574861
4,16,0.008780794331787932,0.012264258249711077,8.360709208139593,6.120012634739025,0.0004166469412106581,0.731996829740337,0.0004166469412106581,0.3119790959860279
4,17,0.008165380148417799,0.011234195005143237,8.37375928013849,6.114206018859,0.00036647994694620413,0.7301626204327526,0.00036647994694620413,0.3144880019326441
4,18,0.006285299160740599,0.009429777902244304,8.722861594856072,6.0964730365282245,0.0003604870611907937,0.6989074594652922,0.0003604870611907937,0.35823693540492796
4,19,0.006482371549611832,0.01242395200310295,8.27401633978951,6.223749245764852,0.0007181011264043831,0.7522041279801465,0.0007181011264043831,0.28474754508519967
4,20,0.007484495492880141,0.012725104091852353,8.653939423426875,6.467854184160069,0.0006055749113271447,0.747388428286324,0.0006055749113271447,0.2911702446752774
4,21,0.006781397887632673,0.010865725047569946,8.660694429553745,6.539553876498515,0.00047159349555157137,0.7550842406104236,0.00047159349555157137,0.2809259589899108
4,22,0.0050637305867494535,0.00986551997713101,8.824999720582433,6.86753672877469,0.0005441121294522429,0.7781911553784667,0.0005441121294522429,0.25078308398269306
5,1,0.006874370547884172,0.010948353805274919,7.996796790320504,5.925857364761415,0.0005094518923279361,0.7410288794551089,0.0005094518923279361,0.2997156808218734
5,2,0.0052479676164543815,0.007063097395409527,7.4867014318117935,5.351825028120381,0.00024244719727201428,0.7148441909784068,0.00024244719727201428,0.3356906747505059
5,3,0.0075391606670411225,0.008070375810480923,7.997131913550102,5.569359240132141,6.642570726384112e-05,0.6964195789612505,6.642570726384112e-05,0.36180295694963527
5,4,0.008092912457501805,0.00848343700644629,8.375663011720725,5.821335247055541,4.662610570625792e-05,0.6950297831836462,4.662610570625792e-05,0.36380058083388084
5,5,0.007936820318667756,0.007722372167715858,8.173250073672005,5.675460128724586,-2.62378061381833e-05,0.6943945281946776,2.62378061381833e-05,0.3647149955710213
5,6,0.006290439335456833,0.00652529205862805,7.98509803333778,5.574911481500898,2.941137631506918e-05,0.698164438085249,2.941137631506918e-05,0.3593006193161167
5,7,0.002340627453989105,0.0005094682458218422,6.314271959633663,4.769480274006397,-0.00029000322125395146,0.7553492001131844,0.00029000322125395146,0.28057511995479023
5,8,0.0053812640838259195,0.002726735029756389,7.652754722672355,5.101869313909541,-0.0003468723551540359,0.6666709569032103,0.0003468723551540359,0.40545867277405573
5,9,0.008459637549133914,0.004694254626549041,7.909833073550252,5.327240172698181,-0.0004760382283130556,0.6734959035370769,0.0004760382283130556,0.3952733655005101
5,10,0.009898904379937162,0.005681107390212692,8.35393412414246,5.557396206278187,-0.0005048875089324971,0.6652430009254663,0.0005048875089324971,0.4076028901485437
5,11,0.009160558384214123,0.005083477558424172,8.197637415256066,5.451250961765163,-0.0004973482747849244,0.6649782962613363,0.0004973482747849244,0.408000876059886
5,12,0.006590254277938666,0.004109283671448233,8.455258942811863,5.33345545561187,-0.0002934233739345855,0.6307855846503723,0.0002934233739345855,0.46078927664268865
5,13,0.0032178797258768663,0.002342579668882982,7.672571973273552,5.083681629637152,-0.00011408170037933602,0.6625785521915627,0.00011408170037933602,0.411616158804794
5,14,0.006151542573730679,0.00014277776474462252,8.023756505039263,5.0157146447635625,-0.0007488717790990161,0.6251080328289472,0.0007488717790990161,0.46983079165669667
5,15,0.008660207645011858,0.0024783987213744603,8.088988660771141,5.140192562886017,-0.0007642251933937155,0.6354555283053136,0.0007642251933937155,0.4534131698645131
5,16,0.009868766552756425,0.0035604804819631387,8.430858733262774,5.294446706260828,-0.0007482376671672633,0.6279842746471755,0.0007482376671672633,0.4652401531981933
5,17,0.009164996031620786,0.0032372679395193406,8.445737169547758,5.26293050833189,-0.0007018603554790535,0.6231463758199929,0.0007018603554790535,0.4729738346297481
5,18,0.007249012814835736,0.001720068669483213,8.791415611130807,5.249911689221471,-0.0006289026011183375,0.5971634059223137,0.0006289026011183375,0.5155644912790961
5,19,0.007964950977855325,0.0005633165771550168,8.374846618937102,5.030443455605553,-0.0008837934278060473,0.6006609654475075,0.0008837934278060473,0.5097246210128445
5,20,0.008827191507908949,0.001983535971621893,8.759715263305313,5.205532530835115,-0.00078126461084361,0.594258189263438,0.00078126461084361,0.5204413919980204
5,21,0.00799158323067754,0.001184242303211005,8.775195196040022,5.176326567056162,-0.0007757480916821634,0.5898816438171176,0.0007757480916821634,0.5278333659057861
5,22,0.006332462339036664,-0.0002843340411666662,8.976910352699585,5.052588148861419,-0.0007370906158390555,0.5628426652764754,0.0007370906158390555,0.5747551476662949
6,1,0.004575049092674024,0.029342925446956113,7.587717566523228,9.279960305124456,0.003264206414792926,1.2230239493978203,0.003264206414792926,0.20132643901356256
6,2,0.00436811873485874,0.014101888448174662,7.100514922413583,8.585396855517095,0.0013708540605400564,1.209123133931641,0.0013708540605400564,0.18989541419808964
6,3,0.005869086368528534,0.021430970198581627,7.6033864129740385,8.9531345636075,0.002046704321576906,1.1775193416883718,0.002046704321576906,0.163409972835841
6,4,0.005900289325454993,0.026024422062820775,7.941077573985283,9.519229328582776,0.0025341816082104273,1.1987326958960165,0.0025341816082104273,0.1812649119880839
